id,name,state,created_at,updated_at,Route.Stop,Route.Latitude,Route.Longitude
550007,SAND PASS,NV,6/13/12 13:58,5/30/17 19:42,1,40.265032,-119.77941
550008,RYE PATCH,NV,6/13/12 13:58,3/2/18 18:48,1,40.479281,-118.332915
550009,FISH CREEK,NV,5/9/12 18:00,4/30/19 16:41,1,40.168621,-117.187277
550010,CORTEZ,NV,5/9/12 18:00,4/19/19 18:31,1,40.080602,-116.587127
550011,WALKER CAN,NV,6/13/12 13:58,5/3/17 19:46,1,40.092574,-115.63346
550012,MIZPAH,NV,6/13/12 13:58,6/13/12 13:58,1,40.32818,-114.791511
550013,SUTCLIFFE,NV,6/13/12 13:58,3/21/16 22:43,1,39.769538,-119.548957
550014,FRENCHMAN,NV,6/13/12 13:57,6/6/18 16:37,1,39.273806,-118.310118
550015,TOIYABE NF,NV,6/13/12 13:58,3/22/21 21:30,1,39.005653,-117.465743
550016,EUREKA,NV,5/9/12 18:00,4/23/19 20:42,1,39.546753,-116.384124
550017,ILLIPAH,NV,6/13/12 13:57,3/26/19 15:55,1,39.359493,-115.351531
550018,MAJORS PLACE,NV,6/13/12 13:57,4/13/17 22:54,1,39.174107,-114.502509
550019,GARDNERVILLE,NV,6/13/12 13:57,7/2/15 15:18,1,38.971136,-119.838217
550020,THORNE,NV,6/13/12 13:58,6/13/12 13:58,1,38.550197,-118.472144
550021,BIG SMOKEY V,NV,6/13/12 13:57,6/13/12 13:57,1,38.805779,-117.104194
550022,DOBBIN CREEK,NV,6/13/12 13:57,3/22/21 21:29,1,38.877959,-116.403373
550023,WILLIS,NV,6/13/12 13:58,6/13/12 13:58,1,38.150211,-115.612693
550024,MINERVA,NV,6/13/12 13:57,5/14/18 19:19,1,38.794617,-114.560439
550025,SILVER PEAK,NV,6/13/12 13:58,6/13/12 13:58,1,37.751473,-117.638312
550027,HIKO,NV,6/13/12 13:57,3/17/15 17:56,1,37.60756,-115.033683
550028,CALIENTE,NV,6/13/12 13:57,4/15/13 17:32,1,37.695938,-114.746108
550029,BEATTY,NV,6/13/12 13:57,5/31/19 14:18,1,36.908643,-116.75936
550030,ALAMO,NV,6/13/12 13:57,4/19/16 14:50,1,36.988463,-115.256934
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,1,36.50115,-114.7612
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,2,36.48929,-114.75061
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,3,36.47557,-114.74365
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,4,36.46204,-114.73664
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,5,36.45628,-114.71976
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,6,36.45273,-114.70197
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,7,36.44923,-114.68423
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,8,36.4453,-114.66668
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,9,36.44241,-114.64869
550031,VAL OF FIRE,NV,5/9/12 18:00,2/18/21 15:01,10,36.43318,-114.63467
550032,JEAN LAKE,NV,6/13/12 13:57,6/7/17 20:48,1,35.720442,-115.209403
550043,RUBY VALLEY,NV,6/13/12 13:58,5/3/17 19:45,1,40.353436,-115.627761
550045,NIXON,NV,6/13/12 13:58,3/21/16 15:20,1,39.964658,-119.383643
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,1,35.70894,-114.71084
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,2,35.70985,-114.72906
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,3,35.70972,-114.7472
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,4,35.71224,-114.76604
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,5,35.70736,-114.78314
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,6,35.70944,-114.80173
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,7,35.70304,-114.81834
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,8,35.71577,-114.82808
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,9,35.72999,-114.83162
550053,NELSON,NV,5/9/12 18:00,2/18/21 15:01,10,35.74489,-114.83914
550101,BALD MTN,NV,6/13/12 13:57,6/13/12 13:57,1,41.83406,-119.669624
550103,CHIMNEY RES,NV,6/13/12 13:57,8/18/21 23:07,1,41.418307,-117.450675
550108,OREANA,NV,6/13/12 13:58,8/22/17 0:10,1,40.472465,-118.264167
550114,FALLON,NV,6/13/12 13:57,6/4/14 18:10,1,39.402009,-118.725524
550120,HAWTHORNE,NV,6/13/12 13:57,6/13/12 13:57,1,38.644261,-118.754676
550121,DARROUGHS HOT SPGS,NV,6/13/12 13:57,6/13/12 13:57,1,38.893317,-117.194121
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,1,36.81602,-115.30133
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,2,36.82927,-115.29863
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,3,36.84139,-115.29021
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,4,36.85328,-115.28788
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,5,36.86869,-115.28774
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,6,36.88352,-115.29088
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,7,36.89816,-115.29616
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,8,36.91344,-115.29587
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,9,36.92647,-115.28812
550130,DESERT NWR,NV,5/9/12 18:00,6/16/22 21:40,10,36.93492,-115.27205
550901,COMINS LAKE,NV,6/13/12 13:57,6/24/15 18:22,1,39.160026,-114.802062
550902,HUMBOLDT NF,NV,6/13/12 13:57,4/15/13 16:06,1,41.788992,-115.952178
550903,SHELDON NWR,NV,6/13/12 13:58,6/13/12 13:58,1,41.590518,-119.305366
550904,CARSON RIVER,NV,6/13/12 13:57,5/8/15 19:08,1,39.302856,-119.254897
550905,AUSTIN,NV,6/13/12 13:57,3/22/21 21:29,1,39.208358,-117.098197
550906,ASH MEADOWS,NV,6/13/12 13:57,6/2/15 14:44,1,36.49073,-116.343207
550907,VIRGIN CREEK,NV,6/13/12 13:58,8/18/21 22:54,1,41.793833,-119.101844
550908,MEADOW VALLY,NV,6/13/12 13:57,5/2/17 16:26,1,37.610848,-114.528579
553333,3 BARS,NV,5/9/12 18:00,4/23/19 20:42,,,
559020,HORSE RD,NV,5/9/12 18:00,4/23/19 20:43,,,
559030,FISH CREEK,NV,5/9/12 18:00,4/23/19 20:43,,,
559269,DESERT NWR,NV,6/13/12 13:57,4/19/16 14:50,1,36.947795,-115.276358
559270,Genoa Peak,NV,7/12/13 19:20,5/16/18 16:28,,,
559271,Corn Creek/Alamo,NV,4/19/16 14:50,4/26/19 13:54,,,
559272,Peek-a-Boo Canyon,NV,5/27/16 18:55,4/26/19 13:54,,,
559273,test,NV,4/6/18 23:20,5/30/19 21:02,,,
559274,,NV,4/17/18 22:14,5/30/19 21:02,,,
559275,Hunter Creek,NV,5/30/18 3:17,3/4/20 20:54,,,
559276,Hunter Creek,NV,5/30/18 3:17,3/4/20 20:54,,,
559277,South to Beatty,NV,6/12/19 2:32,6/12/19 2:32,,,
559278,,NV,1/22/21 21:51,2/17/21 15:23,,,
559279,Sunrise Pass Rd.,NV,2/17/21 15:24,2/17/21 15:24,,,
559280,,NV,3/22/21 19:26,3/22/21 19:26,,,
559281,Peavine,NV,2/17/23 21:46,2/17/23 21:46,,,
559282,Santa Rosa,NV,2/17/23 23:16,2/17/23 23:16,,,
559283,blah,NV,3/6/23 19:02,3/27/23 21:08,,,
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,1,36.255306,-107.755194
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,2,36.252417,-107.741917
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,3,36.244778,-107.727944
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,4,36.239611,-107.712417
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,5,36.232694,-107.706056
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,6,36.220111,-107.697333
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,7,36.206917,-107.692306
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,8,36.193222,-107.685722
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,9,36.179917,-107.682611
600002,NAGEEZI,NM,5/9/12 18:01,5/7/14 22:50,10,36.170944,-107.687083
600003,CEBOLLA,NM,6/13/12 13:57,6/3/21 16:13,1,36.520012,-106.336052
600004,OJO SARCO,NM,6/13/12 13:57,5/14/18 19:05,1,36.079783,-105.797584
600005,FARLEY,NM,6/13/12 13:57,5/10/21 17:27,1,36.588541,-104.116409
600006,GRENVILLE,NM,6/13/12 13:57,4/24/20 17:19,1,36.727833,-103.575041
600007,CROWNPOINT,NM,6/13/12 13:57,6/13/12 13:57,1,35.783462,-108.05706
600008,TORREON,NM,6/13/12 13:57,3/23/21 23:22,1,35.784239,-107.26647
600009,LA CIENEGA,NM,5/9/12 18:01,4/25/19 17:13,1,35.523369,-106.059271
600010,PECOS,NM,6/13/12 13:57,5/20/18 19:57,1,35.574348,-105.675598
600012,TUCUMCARI,NM,6/13/12 13:57,6/13/12 13:57,1,35.171972,-103.704352
600013,FENCE LAKE,NM,5/9/12 18:01,4/25/19 16:49,1,34.638668,-108.449897
600014,CORREO,NM,6/13/12 13:57,6/8/21 17:53,1,34.855591,-107.386687
600015,VALENCIA,NM,5/9/12 18:00,4/23/19 20:46,1,34.796146,-106.67501
600016,CLAUNCH,NM,6/13/12 13:57,5/30/19 21:16,1,34.055495,-105.858046
600017,COOLEY LAKE,NM,6/13/12 13:57,6/13/12 13:57,1,34.110511,-104.229743
600018,FLOYD,NM,6/13/12 13:57,6/13/12 13:57,1,34.020056,-103.736784
600019,HORSE SPGS,NM,6/13/12 13:57,6/13/12 13:57,1,33.926235,-108.187532
600020,HORSE MTN,NM,6/13/12 13:57,6/13/12 13:57,1,33.749282,-107.322135
600022,CARRIZOZO,NM,6/13/12 13:57,6/13/12 13:57,1,33.689277,-105.85012
600023,ROSWELL,NM,6/13/12 13:57,5/11/21 16:56,1,33.089629,-104.827095
600024,CAPROCK,NM,6/13/12 13:57,6/13/12 13:57,1,33.315131,-103.627829
600025,GAGE,NM,6/13/12 13:57,7/10/20 15:47,1,32.325114,-108.110732
600027,JORNADA,NM,6/13/12 13:57,3/9/20 20:32,1,32.380233,-106.729453
600028,CLOUDCROFT,NM,6/13/12 13:57,1/7/21 16:49,1,32.957159,-105.746085
600029,LAKEWOOD,NM,6/13/12 13:57,6/13/12 13:57,1,32.655796,-104.395713
600030,MALJAMAR,NM,6/13/12 13:57,6/13/12 13:57,1,32.898535,-103.662947
600031,RODEO,NM,6/13/12 13:57,6/13/12 13:57,1,31.928364,-108.997634
600051,SHIPROCK,NM,6/13/12 13:57,6/13/12 13:57,1,36.60535,-108.926048
600052,COUNSELOR,NM,5/9/12 18:01,4/25/19 16:49,1,36.435616,-107.485679
600053,STINKING LK,NM,6/13/12 13:57,6/13/12 13:57,1,36.617256,-106.901099
600054,ANGEL FIRE,NM,6/13/12 13:57,5/6/20 23:51,1,36.429644,-105.299262
600055,RATON,NM,6/13/12 13:57,5/6/20 23:52,1,36.320194,-104.421233
600056,SEDAN,NM,6/13/12 13:57,6/13/12 13:57,1,35.979271,-103.685599
600057,MCGAFFEY,NM,6/13/12 13:57,6/13/12 13:57,1,35.301934,-108.893096
600058,MT TAYLOR,NM,6/13/12 13:57,6/15/22 21:04,1,35.446311,-107.443336
600059,VALLECITO,NM,5/9/12 18:02,4/25/19 17:54,1,35.746559,-106.779906
600060,GALLINAS,NM,6/13/12 13:57,6/13/12 13:57,1,35.66166,-105.340788
600061,VARIADERO,NM,6/13/12 13:57,6/13/12 13:57,1,35.388113,-104.461005
600062,ROSEBUD,NM,5/9/12 18:02,8/14/22 21:30,1,35.840237,-103.67826
600063,QUEMADO,NM,6/13/12 13:57,6/13/12 13:57,1,34.462553,-108.773139
600064,DATIL,NM,6/13/12 13:57,1/8/21 1:04,1,34.038443,-107.769309
600065,MOUNTAINAIR,NM,6/13/12 13:57,5/30/19 21:16,1,34.507408,-106.190505
600066,CORONA EAST,NM,6/13/12 13:57,6/13/12 13:57,1,34.019759,-105.150169
600067,PASTURA,NM,6/13/12 13:57,6/13/12 13:57,1,34.780554,-104.942908
600068,CLOVIS,NM,6/13/12 13:57,6/13/12 13:57,1,34.46365,-103.477683
600069,RESERVE,NM,6/13/12 13:57,5/29/15 20:39,1,33.644378,-108.791282
600070,VICKS PEAK,NM,6/13/12 13:57,6/13/12 13:57,1,33.510418,-107.219741
600072,CAPITAN MTN,NM,6/13/12 13:57,1/7/21 5:10,1,33.679697,-105.072738
600073,BITTER LAKE,NM,6/13/12 13:57,4/22/21 22:09,1,33.503428,-104.475326
600074,PEP,NM,6/13/12 13:57,6/13/12 13:57,1,33.743328,-103.648444
600075,RED ROCK,NM,6/13/12 13:57,5/19/21 20:12,1,32.397219,-108.726631
600076,EMORY PASS,NM,6/13/12 13:57,5/7/14 22:57,1,32.920013,-107.626524
600077,MESILLA,NM,6/13/12 13:57,3/21/21 23:04,1,32.228271,-106.797592
600078,PINON,NM,6/13/12 13:57,6/13/12 13:57,1,32.56876,-105.573477
600079,QUEEN,NM,6/13/12 13:57,6/13/12 13:57,1,32.244818,-104.696288
600080,HOBBS,NM,6/13/12 13:57,6/13/12 13:57,1,32.84201,-103.145231
600081,HATCHET PEAK,NM,6/13/12 13:57,5/3/20 17:32,1,31.917618,-108.318855
600082,COLUMBUS,NM,6/13/12 13:57,6/13/12 13:57,1,31.835994,-107.569518
600107,BLUEWATER LAKE,NM,6/13/12 13:57,5/26/18 19:07,1,35.266581,-108.123442
600111,SABINOSO,NM,6/13/12 13:57,6/3/21 16:13,1,35.655479,-104.375647
600112,LOGAN,NM,6/13/12 13:57,6/13/12 13:57,1,35.403751,-103.503563
600115,ESCONDIDA,NM,5/9/12 18:01,4/25/19 16:32,1,34.111045,-106.871802
600121,ENGLE,NM,6/13/12 13:57,6/13/12 13:57,1,33.18273,-106.986381
600126,LAKE VALLEY,NM,6/13/12 13:57,3/9/20 20:37,1,32.533507,-107.487655
600130,SAN SIMON,NM,6/13/12 13:57,5/31/19 13:56,1,32.471782,-103.296012
600155,MAXWELL,NM,6/13/12 13:57,8/5/13 16:50,1,36.6066,-104.72605
600164,MAGDALENA,NM,6/13/12 13:57,5/2/17 16:17,1,34.172336,-107.299918
600166,GALLO ARROYO,NM,6/13/12 13:57,6/13/12 13:57,1,33.989088,-105.111892
600201,LA PLATA,NM,6/13/12 13:57,6/13/12 13:57,1,36.826771,-108.009643
600221,SAN ANTONIO,NM,5/9/12 18:02,4/25/19 17:21,1,33.823113,-106.654281
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,1,33.17791,-107.03116
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,2,33.17793,-107.01378
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,3,33.18043,-106.99719
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,4,33.18378,-106.98084
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,5,33.18718,-106.96438
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,6,33.19071,-106.94742
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,7,33.19526,-106.93165
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,8,33.205,-106.91904
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,9,33.21117,-106.90405
600222,SUNSHINE WELL,NM,5/9/12 18:01,4/25/19 16:58,10,33.21627,-106.88824
600900,CAPULIN,NM,6/13/12 13:57,5/10/21 17:27,1,36.783137,-103.972068
604385,DONA ANA,NM,5/9/12 18:00,4/19/19 18:36,,,
609117,BERNALILLO,NM,5/9/12 18:02,4/25/19 17:17,,,
609230,CANUTILLO,NM,6/13/12 13:57,6/13/12 13:57,1,31.846666,-106.613055
609315,NAGEEZI,NM,6/13/12 13:57,6/13/12 13:57,1,36.167609,-107.701361
609316,Paseo del Bosque ABQ,NM,5/23/13 2:47,4/30/19 15:26,,,
609317,Magdalena,NM,5/13/14 18:09,5/13/14 18:09,,,
609318,Bear Mtn. Rd.,NM,6/24/16 11:58,8/11/16 16:48,,,
609319,Pueblo Park,NM,6/24/16 13:07,8/11/16 16:48,,,
609320,Jenkins Creek,NM,6/24/16 13:20,8/11/16 16:48,,,
609321,Burro Mountains,NM,6/27/16 20:41,8/11/16 16:48,,,
609322,Lake Roberts,NM,8/5/16 20:03,8/11/16 16:49,,,
609323,Gila Cliff Dwellings,NM,8/5/16 20:20,8/11/16 16:49,,,
609324,San Francisco Mountains,NM,8/10/16 19:11,8/11/16 16:49,,,
609325,5 Springs,NM,8/10/16 20:01,8/11/16 16:49,,,
609326,Mogollon,NM,8/10/16 20:27,8/11/16 16:49,,,
609327,Apache Creek,NM,8/10/16 20:52,8/11/16 16:49,,,
609328,North Star Road,NM,8/11/16 13:34,8/11/16 16:49,,,
609329,Cherry Creek,NM,8/11/16 14:04,8/11/16 16:58,,,
609330,Taylor Peak,NM,8/11/16 14:54,8/11/16 16:58,,,
609331,,NM,5/26/18 19:03,5/26/18 19:09,,,
609332,Hwy 15,NM,5/23/20 21:39,5/23/20 21:39,,,
609333,Gage-Separ,NM,7/10/20 15:27,7/10/20 15:27,,,
609334,,NM,1/7/21 16:50,2/16/21 1:03,,,
609335,Water Canyon,NM,2/16/21 1:08,3/18/21 3:59,,,
609336,,NM,3/23/21 23:22,5/5/21 21:16,,,
609337,Valles Caldera,NM,5/17/21 16:41,5/17/21 16:41,,,
609338,Forest Road 10 - NM,NM,7/21/21 17:24,7/21/21 17:41,,,
609339,,NM,3/15/22 1:30,3/19/22 16:53,,,
609340,,NM,4/26/22 18:46,4/26/22 18:46,,,
609341,Hachia,NM,4/26/22 19:01,4/26/22 19:03,,,
609342,,NM,5/13/22 16:10,6/15/22 21:04,,,
609343,,NM,5/17/22 19:31,5/17/22 19:31,,,
609344,Manzano Mountains,NM,5/20/22 16:43,5/20/22 16:43,,,
609345,Manzano Mountains,NM,5/20/22 16:45,5/20/22 16:45,,,
609346,Grenville,NM,6/9/22 17:20,6/9/22 17:20,,,
609347,Cabezon,NM,6/15/22 21:09,6/15/22 21:47,,,
609348,Cabezon,NM,6/15/22 21:47,6/16/22 16:35,,,
609349,Cabezon Peak,NM,6/16/22 16:35,6/16/22 16:35,,,
630001,SHALLOTTE,NC,6/13/12 13:57,6/13/12 13:57,1,33.98146,-78.379567
630002,MERRIMON,NC,6/13/12 13:57,6/13/12 13:57,1,34.9566,-76.672223
630003,MYRTLE GROVE,NC,6/13/12 13:57,10/2/18 17:18,1,34.132765,-77.877546
630004,WARDS CORNER,NC,6/13/12 13:57,6/13/12 13:57,1,34.534489,-78.071488
630005,HALLSBORO,NC,6/13/12 13:57,3/15/18 18:27,1,34.321152,-78.599509
630006,FAIRMONT,NC,6/13/12 13:57,6/13/12 13:57,1,34.462524,-79.196548
630007,MASHOES,NC,6/13/12 13:57,7/10/12 14:15,1,35.907094,-75.775106
630008,ARAPAHOE,NC,6/13/12 13:57,6/13/12 13:57,1,35.048076,-76.902946
630009,BEARGRASS,NC,6/13/12 13:57,3/27/20 13:39,1,35.736524,-76.97992
630010,SPEED,NC,6/13/12 13:57,6/13/12 13:57,1,35.969143,-77.44347
630011,KINSTON,NC,6/13/12 13:57,6/13/12 13:57,1,35.281872,-77.711671
630012,JORDAN,NC,5/9/12 18:01,4/25/19 16:17,1,35.677307,-78.321281
630013,ROSE,NC,6/13/12 13:57,6/21/16 13:11,1,35.41614,-78.069895
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,1,35.989733,-79.468683
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,2,35.9794,-79.45575
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,3,35.970633,-79.441033
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,4,35.966472,-79.435231
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,5,35.949917,-79.4529
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,6,35.963633,-79.456917
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,7,35.958433,-79.469567
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,8,35.943767,-79.4745
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,9,35.934944,-79.452069
630014,SAXAPAHAW,NC,5/9/12 18:01,4/25/19 16:57,10,35.92255,-79.470233
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,1,35.922717,-79.701444
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,2,45.072778,-79.706453
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,3,35.896736,-79.697894
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,4,35.882381,-79.695669
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,5,35.869044,-79.698308
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,6,35.857575,-79.702525
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,7,35.842725,-79.701686
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,8,35.826764,-79.702997
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,9,35.812461,-79.696908
630015,CLIMAX,NC,5/9/12 18:02,4/25/19 17:22,10,35.79875,-79.694461
630016,MOORESVILLE,NC,6/13/12 13:57,5/6/13 21:17,1,35.693836,-80.924124
630017,OAKBORO,NC,5/9/12 18:02,4/25/19 17:19,1,35.219746,-80.292083
630018,CHERRYVILLE,NC,6/13/12 13:57,6/13/12 13:57,1,35.381689,-81.380615
630019,JONAS RIDGE,NC,6/13/12 13:57,6/13/12 13:57,1,35.958899,-81.943122
630020,BREVARD,NC,6/13/12 13:57,4/30/19 16:42,1,35.266718,-82.680365
630021,CRAVEN GAP,NC,6/13/12 13:57,1/28/19 1:22,1,35.6482,-82.491555
630022,FONTANA,NC,6/13/12 13:57,6/13/12 13:57,1,35.429135,-83.831664
630023,CALIFORNIA,NC,6/13/12 13:57,2/6/20 18:33,1,36.358128,-76.978667
630024,ARCOLA,NC,6/13/12 13:57,5/31/19 14:21,1,36.253923,-77.980141
630025,YOUNGSVILLE,NC,6/13/12 13:57,5/30/19 21:02,1,36.05935,-78.487524
630026,MADISON,NC,6/13/12 13:57,6/13/12 13:57,1,36.377975,-79.854706
630027,COPELAND,NC,6/13/12 13:57,6/13/12 13:57,1,36.289844,-80.641501
630028,CALL,NC,6/13/12 13:57,5/31/19 13:36,1,36.143134,-81.103927
630029,GRANDY,NC,6/13/12 13:57,6/13/12 13:57,1,36.255156,-75.893096
630030,CULLOWHEE,NC,6/13/12 13:57,5/26/21 2:18,1,35.315989,-83.218399
630031,LINVILLE,NC,6/13/12 13:57,3/31/20 23:12,1,36.025969,-81.873139
630101,SUPPLY,NC,6/13/12 13:57,7/28/21 23:41,1,33.924097,-78.209503
630106,ROWLAND,NC,6/13/12 13:57,6/13/12 13:57,1,34.471596,-79.20056
630107,MILLTAIL CR,NC,6/13/12 13:57,4/17/19 13:49,1,35.863918,-75.861159
630108,REELSBORO,NC,6/13/12 13:57,6/13/12 13:57,1,35.047629,-76.909909
630109,JAMESVILLE,NC,5/9/12 18:02,4/25/19 17:57,1,35.691899,-76.990013
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,1,35.369529,-78.306252
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,2,35.365617,-78.292966
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,3,35.363686,-78.275949
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,4,35.37438,-78.278807
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,5,35.384113,-78.279579
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,6,35.392401,-78.286695
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,7,35.405037,-78.294655
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,8,35.39945,-78.281885
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,9,35.381473,-78.287754
630115,JOHNSTON,NC,6/13/12 13:57,7/6/15 14:50,10,35.373995,-78.295687
630118,WACO,NC,5/9/12 18:00,4/23/19 20:42,1,35.371405,-81.650665
630119,SAWMILL,NC,5/9/12 18:01,4/25/19 16:20,1,35.827874,-81.640533
630121,OTEEN,NC,6/13/12 13:57,1/28/19 1:25,1,35.585039,-82.478099
630126,EDEN,NC,6/13/12 13:57,5/31/19 14:36,1,36.378,-79.854582
630202,NEWPORT,NC,6/13/12 13:57,6/13/12 13:57,1,34.932503,-76.841966
630203,CYPRESS CR,NC,6/13/12 13:57,6/13/12 13:57,1,34.744265,-77.563943
630204,MAPLE HILL,NC,6/13/12 13:57,4/1/13 14:30,1,34.590605,-77.792944
630205,MONTAGUE,NC,6/13/12 13:57,6/13/12 13:57,1,34.401477,-78.054877
630206,ROSEBORO,NC,6/13/12 13:57,5/31/19 14:36,1,34.893341,-78.580901
630207,HAMLET,NC,6/13/12 13:57,4/30/19 16:41,1,34.847706,-79.855064
630208,MATTAMUSKEET,NC,6/13/12 13:57,6/13/12 13:57,1,35.49001,-76.54451
630210,PINETOPS,NC,5/9/12 18:01,4/25/19 16:57,1,35.86489,-77.72113
630211,RHEMS,NC,6/13/12 13:57,6/13/12 13:57,1,35.102023,-77.196029
630212,COKESBURY,NC,6/13/12 13:57,3/29/15 20:11,1,35.524414,-78.90815
630213,GENOA,NC,6/13/12 13:57,5/31/19 14:20,1,35.317063,-78.016885
630214,SOUTH PINES,NC,6/13/12 13:57,6/13/12 13:57,,,
630215,BISCOE,NC,6/13/12 13:57,4/30/19 16:42,1,35.339419,-79.801799
630216,WILGROVE,NC,5/9/12 18:02,4/25/19 17:19,1,35.242511,-80.663169
630217,SHEFFIELD,NC,6/13/12 13:57,6/13/12 13:57,1,35.928856,-80.720901
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,1,35.508133,-81.457558
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,2,35.520031,-81.447822
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,3,35.528856,-81.437866
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,4,35.539325,-81.428432
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,5,35.548699,-81.415724
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,6,35.557632,-81.403547
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,7,35.566995,-81.389637
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,8,35.577839,-81.378634
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,9,35.59073,-81.368508
630218,HULLS CROSSROADS,NC,5/9/12 18:01,4/25/19 16:20,10,35.603975,-81.355218
