"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Masachusetts Military Reservation (Camp Edwards 3)","05/17/2018","5 (10-3)",-70.5598971283,41.6825681692,5,NA,NA,NA,NA,2018
"Masachusetts Military Reservation (Camp Edwards 3)","05/17/2018","6 (10-2)",-70.564059601,41.6789062401,3,NA,NA,NA,NA,2018
"Masachusetts Military Reservation (Camp Edwards 3)","05/17/2018","7 (10-1)",-70.5729424646,41.6812334143,5,NA,NA,NA,NA,2018
"Masachusetts Military Reservation (Camp Edwards 3)","05/17/2018","8 (14-1)",-70.5655510102,41.6872661017,5,NA,NA,NA,NA,2018
"Masachusetts Military Reservation (Camp Edwards 3)","05/17/2018","9 (14-2)",-70.5777178349,41.6855322714,0,NA,NA,NA,NA,2018
"Mashpee / Falmouth","05/30/2018","1",-70.5809759059,41.6426990826,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","10",-70.5023986886,41.5584197381,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","2",-70.5608920511,41.6350708678,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","3",-70.5424147386,41.6374219376,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","4",-70.5493347722,41.6166503652,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","5",-70.5310705942,41.6028685212,2,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","6",-70.5079060402,41.5924173324,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","7",-70.4850720244,41.621467421,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","8",-70.4880936157,41.5905137695,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mashpee / Falmouth","05/30/2018","9",-70.4830918292,41.5739143637,0,"John Garofoli","Start: 2119, End: 0011. Wind = none. Sky = clear to m clear. Noise = slight to medium. Pt 2: Common nighthawk heard. (SE, far). Pt 5: Common nighthawk heard. (W, far).","21:19","0:11",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","1",-70.631,41.8103,0,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","10",-70.6022,41.9282,0,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","2",-70.6253,41.8268,1,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","3",-70.6203,41.8404,1,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","4",-70.6236,41.8565,2,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","5",-70.6285,41.8701,2,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","6",-70.6321,41.8898,2,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","7",-70.6288,41.9092,1,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","8",-70.619,41.919,0,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Mast Road, Plymouth (Myles Standish)","06/21/2018","9",-70.6151,41.9321,0,"Trevor Lloyd-Evans","Start: 2105, End: 2303. Wind = none to slight.  Sky = clear to m clear.  Noise = none to medium.  Pts 7, 8 & 10 - noise was constant background from expressway traffic.  Pt 10: Gray fox observed. Pt 2: New housing development by AD Makepeace near point is expanding each year. ","21:05","23:03",2018
"Montague Plains","05/28/2018","1",-72.5270300088,42.5961950255,1,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","10",-72.5123584426,42.5441479786,0,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","2",-72.5047560797,42.5903883659,0,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","3",-72.5226672903,42.581655786,1,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","4",-72.5137111971,42.5699199409,2,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","5",-72.5229083347,42.5567852049,3,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","6",-72.5358550457,42.5681987796,4,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","7",-72.5550256879,42.5737419987,0,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","8",-72.5503148438,42.5601365074,0,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Montague Plains","05/28/2018","9",-72.534557325,42.5441040986,1,"Dave Fuller","Start: 2030, End: 2245. Wind = none to slight. Sky = clear to m clear. Noise = none to medium. ","20:30","22:45",2018
"Mt. Tekoa","05/29/2018","1",-72.8161936986,42.2125753847,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","9",-72.8148866852,42.1977166736,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","10",-72.7998454806,42.1882493614,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","3",-72.7878486986,42.1602278592,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","2",-72.7992774674,42.2067050709,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","4",-72.8227830375,42.163379039,2,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","5",-72.8337781487,42.1763972377,1,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","7",-72.8483079513,42.2118681928,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","6",-72.8486022656,42.1855235143,2,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","05/29/2018","8",-72.8384181037,42.1990095449,0,"Alex Krofta","Start: 2108, End: 2339. Wind = none to slight. Sky = clear. Noise = none to excessive.  Pt 5: Should be surveyed later in night due to constant car traffic. Pt 4: Rte 20 is loud across river, tho no cars are passing at this point. Treefrogs are loud. Pt 10: EWPW heard calling (SW, far) just following end time of survey point (6 mins 10 secs). Between Pts 4 & 5: EWPW calling N of one lane bridge in Woronoco.","21:08","23:39",2018
"Mt. Tekoa","06/28/2018","3",-72.7878486986,42.1602278592,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","10",-72.7998454806,42.1882493614,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","4",-72.8227830375,42.163379039,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","1",-72.8161936986,42.2125753847,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","7",-72.8483079513,42.2118681928,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","5",-72.8337781487,42.1763972377,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","8",-72.8384181037,42.1990095449,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","6",-72.8486022656,42.1855235143,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","2",-72.7992774674,42.2067050709,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Mt. Tekoa","06/28/2018","9",-72.8148866852,42.1977166736,0,"Alex Krofta","Start: 2155, End: 0030. Wind = none to slight. Sky = clear to cloudy. Noise = none to medium. Pt 1: Barred owl heard. Pt 6: Heavy fog, loud frogs.  1 EWPW possibly heard, calling (NE, far) after 6 minutes. Pt 7: Stream is loud.","21:55","0:30",2018
"Nantucket Middle Moors","05/23/2018","1",-70.0002,41.3067,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","10",-69.9816,41.2621,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","2",-69.9948,41.2924,2,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","3",-69.9747,41.2849,2,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","4",-69.9947,41.2766,1,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","5",-70.0133,41.2845,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","6",-70.0394,41.2858,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","7",-70.0472,41.2714,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","8",-70.0288,41.274,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket Middle Moors","05/23/2018","9",-70.011,41.2665,0,"Libby Buck, Skylar Kardell, Julia Blyth","Start: 2030, End: 2303. Wind = none to moderate.   Sky = clear to cloudy.  Noise = none to medium. Pt 1: American woodcock calling.  Pt 2: 2 Chuck-will's-widow. Pt 3: American woodcock calling.  Pt 7: American woodcock calling.  Pt 9: American woodcock calling.","20:30","23:03",2018
"Nantucket SE - South Pastures","05/23/2018","1",-70.005608,41.242599,0,"Danielle O'Dell (NCF)","Start: 2045, End: 2155. Wind = slight.  Sky = clear to m clear.  Noise = slight.  Noise included ocean waves, distant fog horn and occaisional car and airplane. Pt 3: American woodcock heard calling. ","20:45","21:55",2018
"Nantucket SE - South Pastures","05/23/2018","2",-70.025504,41.242268,0,"Danielle O'Dell (NCF)","Start: 2045, End: 2155. Wind = slight.  Sky = clear to m clear.  Noise = slight.  Noise included ocean waves, distant fog horn and occaisional car and airplane. Pt 3: American woodcock heard calling. ","20:45","21:55",2018
"Nantucket SE - South Pastures","05/23/2018","3",-70.036891,41.255938,0,"Danielle O'Dell (NCF)","Start: 2045, End: 2155. Wind = slight.  Sky = clear to m clear.  Noise = slight.  Noise included ocean waves, distant fog horn and occaisional car and airplane. Pt 3: American woodcock heard calling. ","20:45","21:55",2018
"Nantucket SE - South Pastures","05/23/2018","4",-70.046679,41.249651,0,"Danielle O'Dell (NCF)","Start: 2045, End: 2155. Wind = slight.  Sky = clear to m clear.  Noise = slight.  Noise included ocean waves, distant fog horn and occaisional car and airplane. Pt 3: American woodcock heard calling. ","20:45","21:55",2018
"Nantucket SE - South Pastures","05/23/2018","5",-70.069795,41.246769,0,"Danielle O'Dell (NCF)","Start: 2045, End: 2155. Wind = slight.  Sky = clear to m clear.  Noise = slight.  Noise included ocean waves, distant fog horn and occaisional car and airplane. Pt 3: American woodcock heard calling. ","20:45","21:55",2018
"Nantucket SW","05/23/2018","1",-70.1447138888889,41.2809194444444,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nantucket SW","05/23/2018","2",-70.1563444444444,41.269025,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nantucket SW","05/23/2018","3",-70.1763055555555,41.2660888888888,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nantucket SW","05/23/2018","4",-70.183025,41.2858777777777,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nantucket SW","05/23/2018","5",-70.1658888888889,41.2929527777777,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nantucket SW","05/23/2018","6",-70.1265027777777,41.2897138888888,0,"Neil Foley","Start: 2030, End: 2217. Wind = slight.  Sky = clear to m clear.  Noise = none to medium. Pt 1: American woodcock calling. Pt 2:  American woodcock calling.","20:30","22:17",2018
"Nashua River Floodplain: Route #1","05/29/2018","1",-71.655,42.4696,3,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","1",-71.655,42.4696,3,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","1",-71.655,42.4696,3,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","10",-71.6406,42.56,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","10",-71.6406,42.56,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","10",-71.6406,42.56,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","2",-71.6709,42.474,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","2",-71.6709,42.474,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","2",-71.6709,42.474,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
